frame,time_seconds,lifter_id,class,confidence,x1,y1,x2,y2,X_3D,Y_3D,Z_3D,W_3D,H_3D,D_3D
140,5.835,4,lifter,0.2916,1709,726,1803,918,-4.6057,0.213,11.4233,0.4883,1.0451,0.2289
140,5.835,5,lifter,0.21,1341,1153,1665,1504,-5.2626,0.2559,13.0161,0.5539,1.1879,0.2485
140,5.835,6,lifter,0.2003,775,1171,1061,1512,-4.5413,0.2095,11.269,0.4814,1.0305,0.2252
141,5.876,1,lifter,0.8026,197,1068,465,1512,-4.2398,0.1921,10.5275,0.4467,0.9575,0.2072
141,5.876,2,lifter,0.6962,221,688,350,924,-6.1992,0.3094,15.3033,0.654,1.4026,0.2901
141,5.876,3,lifter,0.3253,1661,725,1714,922,-4.1963,0.1897,10.4247,0.443,0.9485,0.206
141,5.876,4,lifter,0.2217,1708,726,1805,918,-4.6405,0.215,11.5091,0.4922,1.0534,0.2309
141,5.876,5,lifter,0.2112,1341,1154,1665,1504,-5.2749,0.2566,13.0462,0.5552,1.1907,0.2491
141,5.876,6,lifter,0.2049,775,1171,1060,1512,-4.5365,0.2092,11.2573,0.4809,1.0294,0.2249
142,5.918,1,lifter,0.8013,197,1067,466,1512,-4.2372,0.1919,10.5213,0.4465,0.957,0.2071
142,5.918,2,lifter,0.6994,220,688,350,924,-6.195,0.3091,15.2929,0.6535,1.4016,0.2898
142,5.918,3,lifter,0.2912,1664,725,1716,911,-4.1226,0.1855,10.2444,0.4348,0.9309,0.2019
142,5.918,4,lifter,0.2123,1341,1154,1665,1504,-5.2751,0.2566,13.0466,0.5553,1.1908,0.2491
142,5.918,5,lifter,0.2009,775,1171,1069,1512,-4.5542,0.2103,11.3002,0.4826,1.0333,0.2256
142,5.918,6,lifter,0.158,1699,727,1806,917,-4.6423,0.2154,11.5141,0.4925,1.054,0.2304
143,5.96,1,lifter,0.8016,197,1067,466,1512,-4.2387,0.192,10.5248,0.4467,0.9573,0.2072
143,5.96,2,lifter,0.6951,220,688,350,924,-6.1858,0.3086,15.2705,0.6526,1.3995,0.2894
143,5.96,3,lifter,0.3134,1710,727,1809,917,-4.7212,0.2205,11.7093,0.5014,1.0727,0.2341
143,5.96,4,lifter,0.2096,1341,1154,1665,1504,-5.277,0.2568,13.0514,0.5555,1.1912,0.2492
143,5.96,5,lifter,0.2056,775,1171,1061,1512,-4.5393,0.2094,11.2642,0.4812,1.03,0.225
144,6.001,1,lifter,0.8024,197,1067,465,1512,-4.2419,0.1922,10.5328,0.447,0.958,0.2073
144,6.001,2,lifter,0.7024,220,687,350,924,-6.1891,0.3088,15.2786,0.6529,1.4002,0.2896
144,6.001,3,lifter,0.2104,1341,1154,1665,1504,-5.2754,0.2567,13.0474,0.5553,1.1908,0.2491
144,6.001,4,lifter,0.2056,775,1171,1058,1512,-4.5276,0.2087,11.2355,0.48,1.0274,0.2245
144,6.001,5,lifter,0.1954,1706,725,1809,917,-4.6688,0.2174,11.5811,0.4956,1.0604,0.2313
145,6.043,1,lifter,0.8034,197,1068,465,1512,-4.2394,0.1921,10.5265,0.4467,0.9574,0.2072
145,6.043,2,lifter,0.6959,221,687,349,924,-6.2357,0.3115,15.3925,0.6579,1.4111,0.2918
145,6.043,3,lifter,0.2371,1715,715,1813,918,-4.7423,0.2217,11.7611,0.5038,1.0777,0.2353
145,6.043,4,lifter,0.207,1341,1153,1665,1504,-5.2767,0.2567,13.0505,0.5554,1.1912,0.2492
145,6.043,5,lifter,0.2051,775,1171,1058,1512,-4.526,0.2086,11.2317,0.4798,1.027,0.2244
146,6.085,1,lifter,0.8022,197,1068,465,1512,-4.2373,0.192,10.5215,0.4465,0.9569,0.2071
146,6.085,2,lifter,0.6985,220,687,350,924,-6.2069,0.3098,15.3222,0.6548,1.4044,0.2904
146,6.085,3,lifter,0.2158,1341,1153,1665,1503,-5.2379,0.2544,12.9557,0.5512,1.1822,0.2474
146,6.085,4,lifter,0.2064,775,1171,1057,1512,-4.5217,0.2084,11.2213,0.4794,1.026,0.2242
146,6.085,5,lifter,0.1817,1708,718,1813,915,-4.6125,0.2141,11.4434,0.4895,1.0471,0.2284
147,6.126,1,lifter,0.8026,197,1068,465,1512,-4.2372,0.1919,10.5213,0.4465,0.9569,0.2071
147,6.126,2,lifter,0.6916,221,687,350,924,-6.207,0.3099,15.3224,0.6548,1.4044,0.2905
147,6.126,3,lifter,0.2342,1716,723,1811,917,-4.7539,0.2224,11.7893,0.505,1.0804,0.2358
147,6.126,4,lifter,0.2165,1341,1153,1665,1504,-5.2779,0.2568,13.0536,0.5556,1.1914,0.2493
147,6.126,5,lifter,0.2042,775,1171,1057,1512,-4.5215,0.2083,11.2207,0.4793,1.0259,0.2242
148,6.168,1,lifter,0.8035,197,1067,465,1512,-4.2414,0.1922,10.5315,0.4469,0.9579,0.2073
148,6.168,2,lifter,0.6932,220,687,349,924,-6.224,0.3108,15.3639,0.6566,1.4083,0.2912
148,6.168,3,lifter,0.2096,1341,1153,1665,1504,-5.2798,0.2569,13.0581,0.5558,1.1919,0.2494
148,6.168,4,lifter,0.1972,775,1171,1062,1512,-4.5427,0.2096,11.2723,0.4815,1.0308,0.2252
148,6.168,5,lifter,0.1454,1717,722,1818,916,-4.6928,0.2188,11.6398,0.4983,1.066,0.2326
149,6.21,1,lifter,0.8035,197,1067,465,1512,-4.2408,0.1922,10.5301,0.4469,0.9578,0.2072
149,6.21,2,lifter,0.6978,221,687,349,924,-6.2453,0.3121,15.4158,0.6589,1.4133,0.2922
149,6.21,3,lifter,0.2142,1341,1153,1665,1504,-5.2851,0.2572,13.071,0.5563,1.1931,0.2496
149,6.21,4,lifter,0.2005,775,1171,1060,1512,-4.5336,0.2091,11.2503,0.4806,1.0287,0.2248
149,6.21,5,lifter,0.126,1694,719,1820,918,-4.6244,0.2148,11.4727,0.4907,1.0499,0.229
150,6.251,1,lifter,0.8024,197,1067,465,1512,-4.2395,0.1921,10.5269,0.4467,0.9575,0.2072
150,6.251,2,lifter,0.6984,220,687,350,924,-6.2155,0.3103,15.3431,0.6557,1.4063,0.2908
150,6.251,3,lifter,0.2118,1341,1153,1665,1504,-5.2873,0.2574,13.0764,0.5566,1.1936,0.2497
150,6.251,4,lifter,0.2032,775,1171,1062,1512,-4.541,0.2095,11.2681,0.4813,1.0304,0.2251
151,6.293,1,lifter,0.8011,197,1067,465,1512,-4.2392,0.1921,10.5261,0.4467,0.9574,0.2072
151,6.293,2,lifter,0.6978,220,687,349,924,-6.2378,0.3116,15.3976,0.6581,1.4115,0.2918
151,6.293,3,lifter,0.2126,1341,1153,1665,1504,-5.2884,0.2574,13.0792,0.5567,1.1938,0.2498
151,6.293,4,lifter,0.2034,775,1171,1061,1512,-4.5391,0.2094,11.2637,0.4811,1.03,0.225
152,6.335,1,lifter,0.7998,197,1067,465,1512,-4.2449,0.1924,10.54,0.4473,0.9587,0.2074
152,6.335,2,lifter,0.6977,220,687,349,924,-6.2375,0.3116,15.3968,0.6581,1.4114,0.2918
152,6.335,3,lifter,0.2173,1341,1153,1665,1504,-5.2873,0.2574,13.0764,0.5566,1.1936,0.2497
152,6.335,4,lifter,0.2006,776,1172,1062,1512,-4.5333,0.2091,11.2494,0.4804,1.0286,0.2247
152,6.335,5,lifter,0.1713,1746,737,1829,921,-4.5696,0.2116,11.3386,0.4847,1.0369,0.2261
153,6.376,1,lifter,0.7992,197,1067,465,1512,-4.2438,0.1923,10.5373,0.4472,0.9584,0.2074
153,6.376,2,lifter,0.6981,220,687,349,924,-6.244,0.312,15.4127,0.6588,1.4129,0.2921
153,6.376,3,lifter,0.2182,1341,1153,1665,1504,-5.2926,0.2577,13.0895,0.5572,1.1948,0.2499
153,6.376,4,lifter,0.203,776,1172,1059,1512,-4.5205,0.2083,11.2181,0.4791,1.0256,0.2241
153,6.376,5,lifter,0.1649,1731,729,1832,918,-4.6322,0.2152,11.4917,0.4916,1.0517,0.2294
154,6.418,1,lifter,0.7986,197,1067,465,1512,-4.2416,0.1922,10.5319,0.4469,0.9579,0.2073
154,6.418,2,lifter,0.6994,219,687,349,924,-6.2596,0.3129,15.4507,0.6605,1.4165,0.2928
154,6.418,3,lifter,0.3656,1736,731,1834,919,-4.6539,0.2165,11.5447,0.494,1.0568,0.2305
154,6.418,4,lifter,0.2201,1341,1153,1665,1504,-5.2851,0.2572,13.0711,0.5564,1.1931,0.2496
154,6.418,5,lifter,0.2036,776,1172,1057,1512,-4.5125,0.2078,11.1987,0.4783,1.0238,0.2237
155,6.46,1,lifter,0.8002,197,1067,465,1512,-4.2387,0.192,10.5249,0.4466,0.9573,0.2071
155,6.46,2,lifter,0.6974,220,687,349,924,-6.2606,0.313,15.4531,0.6606,1.4168,0.2929
155,6.46,3,lifter,0.403,1744,733,1836,918,-4.6354,0.2154,11.4996,0.492,1.0525,0.2295
155,6.46,4,lifter,0.2187,1341,1153,1665,1504,-5.2752,0.2566,13.0469,0.5553,1.1908,0.2491
155,6.46,5,lifter,0.2005,776,1172,1058,1512,-4.5185,0.2082,11.2133,0.479,1.0252,0.224
156,6.501,1,lifter,0.7983,197,1067,465,1512,-4.2413,0.1922,10.5311,0.4469,0.9579,0.2073
156,6.501,2,lifter,0.6997,219,687,349,924,-6.2404,0.3118,15.4038,0.6584,1.4121,0.2919
156,6.501,3,lifter,0.3729,1755,735,1839,920,-4.5568,0.2108,11.3074,0.4833,1.034,0.2254
156,6.501,4,lifter,0.2144,1341,1153,1665,1503,-5.2317,0.2541,12.9404,0.5505,1.1808,0.247
156,6.501,5,lifter,0.2004,776,1172,1060,1512,-4.5301,0.2089,11.2416,0.4802,1.0279,0.2246
157,6.543,1,lifter,0.7988,197,1067,465,1512,-4.2416,0.1922,10.5321,0.447,0.9579,0.2073
157,6.543,2,lifter,0.7067,220,687,348,924,-6.2717,0.3136,15.4803,0.6617,1.4193,0.2934
157,6.543,3,lifter,0.474,1753,737,1838,920,-4.5537,0.2106,11.2999,0.4829,1.0332,0.2252
157,6.543,4,lifter,0.2089,1341,1153,1665,1503,-5.2335,0.2542,12.9451,0.5507,1.1812,0.2471
157,6.543,5,lifter,0.1971,776,1172,1061,1512,-4.5284,0.2088,11.2374,0.4799,1.0274,0.2244
158,6.585,1,lifter,0.7995,197,1067,466,1512,-4.2417,0.1922,10.5322,0.447,0.958,0.2073
158,6.585,2,lifter,0.6966,221,687,348,924,-6.2827,0.3143,15.5072,0.6629,1.4219,0.294
158,6.585,3,lifter,0.4087,1749,731,1838,918,-4.6384,0.2156,11.5068,0.4923,1.0532,0.2297
158,6.585,4,lifter,0.2099,1341,1153,1665,1504,-5.2842,0.2572,13.0689,0.5563,1.1928,0.2495
158,6.585,5,lifter,0.1937,776,1172,1066,1512,-4.5373,0.2094,11.259,0.4808,1.0293,0.2248
159,6.627,1,lifter,0.7997,197,1067,466,1512,-4.2415,0.1922,10.5318,0.4469,0.9579,0.2073
159,6.627,2,lifter,0.6973,221,687,348,924,-6.283,0.3143,15.5079,0.663,1.422,0.294
159,6.627,3,lifter,0.4038,1749,731,1838,918,-4.6384,0.2156,11.5068,0.4923,1.0532,0.2297
159,6.627,4,lifter,0.2091,1341,1153,1665,1504,-5.2839,0.2572,13.0681,0.5562,1.1928,0.2495
159,6.627,5,lifter,0.194,776,1172,1065,1512,-4.531,0.209,11.2437,0.4801,1.0279,0.2244
160,6.668,1,lifter,0.8007,197,1067,465,1512,-4.2413,0.1922,10.5313,0.4469,0.9579,0.2073
160,6.668,2,lifter,0.7017,220,687,349,924,-6.2483,0.3122,15.4231,0.6592,1.4139,0.2923
160,6.668,3,lifter,0.449,1754,730,1844,916,-4.537,0.2097,11.2589,0.4811,1.0293,0.2243
160,6.668,4,lifter,0.2079,1341,1153,1665,1503,-5.2372,0.2544,12.9541,0.5511,1.182,0.2473
160,6.668,5,lifter,0.1908,776,1172,1068,1512,-4.5421,0.2096,11.2707,0.4813,1.0304,0.225
161,6.71,1,lifter,0.7999,197,1067,465,1512,-4.2416,0.1922,10.5321,0.447,0.9579,0.2073
161,6.71,2,lifter,0.7017,220,687,348,924,-6.2783,0.314,15.4965,0.6625,1.4209,0.2938
161,6.71,3,lifter,0.3618,1755,726,1848,915,-4.545,0.2101,11.2786,0.482,1.0312,0.2248
161,6.71,4,lifter,0.2058,1341,1153,1665,1503,-5.2357,0.2543,12.9504,0.5509,1.1817,0.2472
161,6.71,5,lifter,0.193,776,1172,1067,1512,-4.54,0.2095,11.2656,0.4811,1.03,0.2249
162,6.752,1,lifter,0.7978,197,1067,466,1512,-4.2411,0.1922,10.5308,0.4469,0.9578,0.2072
162,6.752,2,lifter,0.7038,220,687,348,924,-6.2785,0.314,15.497,0.6625,1.4209,0.2938
162,6.752,3,lifter,0.5889,1760,728,1849,915,-4.4808,0.2063,11.1214,0.475,1.016,0.2214
162,6.752,4,lifter,0.2035,1341,1154,1665,1503,-5.2374,0.2544,12.9545,0.5512,1.182,0.2473
162,6.752,5,lifter,0.1949,776,1172,1066,1512,-4.5381,0.2094,11.2609,0.4808,1.0295,0.2248
163,6.793,1,lifter,0.798,197,1067,465,1512,-4.2412,0.1922,10.5311,0.4469,0.9578,0.2072
163,6.793,2,lifter,0.7055,219,687,348,924,-6.2722,0.3136,15.4814,0.6618,1.4194,0.2934
163,6.793,3,lifter,0.5913,1758,728,1850,914,-4.4829,0.2064,11.1266,0.4752,1.0165,0.2216
163,6.793,4,lifter,0.2071,1341,1154,1665,1503,-5.2352,0.2543,12.9492,0.5509,1.1815,0.2472
163,6.793,5,lifter,0.1966,776,1172,1067,1512,-4.5401,0.2095,11.2659,0.4811,1.03,0.2249
164,6.835,1,lifter,0.7984,197,1067,465,1512,-4.2389,0.1921,10.5255,0.4467,0.9573,0.2071
164,6.835,2,lifter,0.7061,219,687,348,924,-6.2707,0.3135,15.4778,0.6616,1.4191,0.2933
164,6.835,3,lifter,0.5034,1756,723,1852,915,-4.565,0.2112,11.3274,0.4843,1.0359,0.2259
164,6.835,4,lifter,0.2075,1341,1154,1665,1503,-5.2349,0.2543,12.9485,0.5509,1.1815,0.2472
164,6.835,5,lifter,0.1817,777,1172,1073,1512,-4.5468,0.2099,11.2822,0.4818,1.0315,0.2252
165,6.877,1,lifter,0.7982,197,1067,465,1512,-4.2389,0.1921,10.5253,0.4467,0.9573,0.2071
165,6.877,2,lifter,0.7035,219,687,348,924,-6.2717,0.3136,15.4802,0.6617,1.4193,0.2934
165,6.877,3,lifter,0.3393,1760,721,1852,916,-4.5961,0.2131,11.4033,0.4877,1.0432,0.2275
165,6.877,4,lifter,0.2077,1341,1153,1665,1503,-5.2365,0.2544,12.9523,0.551,1.1819,0.2473
165,6.877,5,lifter,0.1837,776,1171,1072,1512,-4.5552,0.2104,11.3028,0.4827,1.0335,0.2257
166,6.918,1,lifter,0.798,197,1067,465,1512,-4.2399,0.1921,10.5278,0.4468,0.9575,0.2072
166,6.918,2,lifter,0.7,220,687,348,924,-6.2802,0.3141,15.501,0.6627,1.4213,0.2938
166,6.918,3,lifter,0.326,1757,721,1854,914,-4.5947,0.213,11.4001,0.4875,1.0429,0.2274
166,6.918,4,lifter,0.2062,1341,1153,1665,1503,-5.2347,0.2543,12.948,0.5508,1.1815,0.2472
166,6.918,5,lifter,0.1812,776,1171,1074,1512,-4.5577,0.2106,11.3089,0.483,1.034,0.2258
167,6.96,1,lifter,0.7982,197,1067,465,1512,-4.2396,0.1921,10.5271,0.4467,0.9575,0.2072
167,6.96,2,lifter,0.7046,220,687,348,924,-6.2793,0.314,15.4988,0.6626,1.4211,0.2938
167,6.96,3,lifter,0.2372,1760,716,1856,914,-4.5857,0.2125,11.3779,0.4865,1.0408,0.227
167,6.96,4,lifter,0.2073,1341,1153,1665,1503,-5.2342,0.2542,12.9467,0.5508,1.1813,0.2472
167,6.96,5,lifter,0.1833,776,1171,1073,1512,-4.5558,0.2105,11.3043,0.4828,1.0336,0.2257
168,7.002,1,lifter,0.8003,197,1067,465,1512,-4.2397,0.1921,10.5273,0.4468,0.9575,0.2072
168,7.002,2,lifter,0.7013,220,687,348,924,-6.2813,0.3142,15.5038,0.6628,1.4216,0.2939
168,7.002,3,lifter,0.3081,1762,715,1859,914,-4.6019,0.2134,11.4176,0.4883,1.0446,0.2279
168,7.002,4,lifter,0.2094,1341,1153,1665,1503,-5.2344,0.2542,12.9472,0.5508,1.1814,0.2472
168,7.002,5,lifter,0.1817,776,1171,1076,1512,-4.5614,0.2108,11.3179,0.4834,1.0349,0.2259
169,7.043,1,lifter,0.8002,197,1067,465,1512,-4.24,0.1921,10.5281,0.4468,0.9576,0.2072
169,7.043,2,lifter,0.7042,219,687,348,924,-6.2723,0.3136,15.4818,0.6618,1.4195,0.2934
169,7.043,3,lifter,0.2927,1762,712,1862,915,-4.5676,0.2114,11.3338,0.4845,1.0365,0.226
169,7.043,4,lifter,0.2081,1341,1153,1665,1503,-5.2329,0.2541,12.9434,0.5506,1.181,0.2471
169,7.043,5,lifter,0.1788,776,1171,1076,1512,-4.5609,0.2108,11.3167,0.4833,1.0347,0.2259
170,7.085,1,lifter,0.8005,197,1067,465,1512,-4.2401,0.1921,10.5282,0.4468,0.9576,0.2072
170,7.085,2,lifter,0.7079,219,686,348,924,-6.2767,0.3139,15.4926,0.6623,1.4205,0.2936
170,7.085,3,lifter,0.3368,1761,711,1863,916,-4.5048,0.2077,11.1801,0.4776,1.0217,0.2227
170,7.085,4,lifter,0.2059,1341,1153,1665,1503,-5.2339,0.2542,12.9459,0.5507,1.1813,0.2471
170,7.085,5,lifter,0.1766,776,1171,1076,1512,-4.5613,0.2108,11.3176,0.4833,1.0348,0.2259
171,7.127,1,lifter,0.7999,197,1067,465,1512,-4.2402,0.1921,10.5285,0.4468,0.9576,0.2072
171,7.127,2,lifter,0.7069,219,686,348,924,-6.2769,0.3139,15.4931,0.6623,1.4205,0.2936
171,7.127,3,lifter,0.2538,1748,717,1862,916,-4.5426,0.21,11.2726,0.4817,1.0306,0.2246
171,7.127,4,lifter,0.2035,1341,1153,1665,1503,-5.2335,0.2542,12.9449,0.5507,1.1812,0.2471
171,7.127,5,lifter,0.1781,775,1171,1072,1512,-4.5587,0.2106,11.3113,0.4831,1.0343,0.2258
172,7.168,1,lifter,0.8008,197,1067,465,1512,-4.2403,0.1921,10.5289,0.4468,0.9576,0.2072
172,7.168,2,lifter,0.7033,219,686,348,924,-6.2766,0.3139,15.4923,0.6623,1.4205,0.2936
172,7.168,3,lifter,0.2267,1753,713,1866,916,-4.5452,0.2101,11.279,0.482,1.0312,0.2248
172,7.168,4,lifter,0.2047,1341,1153,1665,1503,-5.2321,0.2541,12.9415,0.5505,1.1809,0.2471
172,7.168,5,lifter,0.1786,775,1171,1071,1512,-4.556,0.2105,11.3049,0.4828,1.0337,0.2257
173,7.21,1,lifter,0.8005,197,1067,465,1512,-4.2395,0.1921,10.5268,0.4467,0.9574,0.2072
173,7.21,2,lifter,0.6995,219,686,349,924,-6.2597,0.3129,15.4511,0.6604,1.4166,0.2928
173,7.21,3,lifter,0.2058,1341,1154,1665,1503,-5.2337,0.2542,12.9456,0.5508,1.1812,0.2471
173,7.21,4,lifter,0.1632,775,1171,1078,1512,-4.566,0.2111,11.3293,0.4839,1.0359,0.2261
173,7.21,5,lifter,0.1571,1762,716,1868,916,-4.4465,0.2043,11.0374,0.4711,1.0079,0.2196
174,7.252,1,lifter,0.8006,197,1067,465,1512,-4.2396,0.1921,10.5271,0.4467,0.9575,0.2072
174,7.252,2,lifter,0.6947,220,686,349,924,-6.2619,0.313,15.4565,0.6607,1.4171,0.293
174,7.252,3,lifter,0.2646,1768,718,1869,916,-4.5528,0.2106,11.2975,0.4828,1.033,0.2252
174,7.252,4,lifter,0.2079,1341,1154,1665,1503,-5.233,0.2541,12.9437,0.5507,1.181,0.2471
174,7.252,5,lifter,0.1643,775,1171,1079,1512,-4.5665,0.2111,11.3304,0.4839,1.036,0.2262
175,7.293,1,lifter,0.8005,197,1067,465,1512,-4.2395,0.1921,10.5268,0.4467,0.9574,0.2072
175,7.293,2,lifter,0.6954,219,687,349,924,-6.259,0.3128,15.4493,0.6604,1.4164,0.2928
175,7.293,3,lifter,0.2932,1773,719,1871,917,-4.6575,0.2167,11.5537,0.4944,1.0578,0.2308
175,7.293,4,lifter,0.2038,1341,1154,1665,1503,-5.2331,0.2541,12.9439,0.5507,1.181,0.2471
175,7.293,5,lifter,0.1634,775,1171,1080,1512,-4.5697,0.2113,11.3382,0.4842,1.0367,0.2263
176,7.335,1,lifter,0.8009,197,1067,465,1512,-4.239,0.1921,10.5256,0.4467,0.9573,0.2071
176,7.335,2,lifter,0.694,220,686,349,924,-6.2617,0.313,15.4559,0.6607,1.417,0.293
176,7.335,3,lifter,0.3229,1759,712,1872,916,-4.6178,0.2144,11.4564,0.49,1.0484,0.2286
176,7.335,4,lifter,0.2063,1341,1154,1665,1503,-5.232,0.2541,12.9414,0.5506,1.1808,0.247
176,7.335,5,lifter,0.1716,775,1171,1077,1512,-4.5673,0.2111,11.3323,0.484,1.0362,0.2262
177,7.377,1,lifter,0.8002,197,1067,465,1512,-4.2407,0.1922,10.5297,0.4468,0.9577,0.2072
177,7.377,2,lifter,0.6963,219,686,349,924,-6.2624,0.3131,15.4577,0.6607,1.4172,0.293
177,7.377,3,lifter,0.3025,1758,712,1874,915,-4.5924,0.2129,11.3943,0.4872,1.0424,0.2273
177,7.377,4,lifter,0.2094,1341,1154,1665,1503,-5.2346,0.2542,12.9475,0.5508,1.1814,0.2471
177,7.377,5,lifter,0.1724,775,1171,1076,1512,-4.5613,0.2108,11.3177,0.4834,1.0349,0.226
178,7.418,1,lifter,0.8005,197,1067,465,1512,-4.2407,0.1922,10.5298,0.4469,0.9577,0.2072
178,7.418,2,lifter,0.7016,219,686,349,924,-6.2654,0.3132,15.465,0.6611,1.4179,0.2931
178,7.418,3,lifter,0.2919,1764,714,1883,915,-4.6459,0.216,11.5253,0.4931,1.055,0.2301
178,7.418,4,lifter,0.2103,1341,1154,1665,1503,-5.2342,0.2542,12.9468,0.5508,1.1813,0.2471
178,7.418,5,lifter,0.1711,775,1171,1078,1512,-4.5653,0.211,11.3274,0.4838,1.0358,0.2261
179,7.46,1,lifter,0.7997,197,1067,465,1512,-4.2368,0.1919,10.5203,0.4464,0.9568,0.207
179,7.46,2,lifter,0.6969,219,686,350,924,-6.2401,0.3118,15.4033,0.6583,1.412,0.2919
179,7.46,3,lifter,0.2093,1341,1154,1665,1503,-5.2394,0.2545,12.9593,0.5514,1.1825,0.2474
179,7.46,4,lifter,0.1935,1767,708,1885,914,-4.6833,0.2182,11.6169,0.4972,1.0639,0.2322
179,7.46,5,lifter,0.1788,775,1171,1077,1512,-4.5642,0.211,11.3248,0.4837,1.0355,0.2261
180,7.502,1,lifter,0.8002,197,1067,465,1512,-4.2371,0.1919,10.5211,0.4465,0.9569,0.2071
180,7.502,2,lifter,0.7026,219,687,349,924,-6.2552,0.3126,15.44,0.66,1.4155,0.2926
180,7.502,3,lifter,0.3694,1774,710,1888,914,-4.6533,0.2164,11.5435,0.4939,1.0568,0.2306
180,7.502,4,lifter,0.209,1341,1154,1665,1503,-5.2346,0.2542,12.9477,0.5508,1.1814,0.2471
180,7.502,5,lifter,0.1669,775,1171,1083,1512,-4.5668,0.2112,11.331,0.4839,1.036,0.2261
181,7.543,1,lifter,0.8006,197,1067,465,1512,-4.2383,0.192,10.5238,0.4466,0.9571,0.2071
181,7.543,2,lifter,0.7045,219,686,349,924,-6.2628,0.3131,15.4586,0.6608,1.4173,0.293
181,7.543,3,lifter,0.3486,1782,714,1889,915,-4.6433,0.2158,11.5191,0.4929,1.0545,0.2301
181,7.543,4,lifter,0.2064,1341,1154,1665,1503,-5.2336,0.2542,12.9453,0.5507,1.1812,0.2471
181,7.543,5,lifter,0.1875,774,1171,1072,1512,-4.5565,0.2105,11.306,0.4829,1.0338,0.2257
182,7.585,1,lifter,0.7996,197,1067,465,1512,-4.2385,0.192,10.5243,0.4466,0.9572,0.2071
182,7.585,2,lifter,0.7033,219,686,349,924,-6.2627,0.3131,15.4583,0.6608,1.4172,0.293
182,7.585,3,lifter,0.3725,1778,720,1889,915,-4.6375,0.2155,11.505,0.4922,1.0531,0.2297
182,7.585,4,lifter,0.2097,1341,1154,1665,1503,-5.234,0.2542,12.9463,0.5508,1.1813,0.2471
182,7.585,5,lifter,0.188,774,1171,1071,1512,-4.5588,0.2106,11.3116,0.4832,1.0344,0.2259
183,7.627,1,lifter,0.7996,197,1067,465,1512,-4.2372,0.192,10.5212,0.4465,0.9569,0.207
183,7.627,2,lifter,0.7066,219,687,348,924,-6.2834,0.3143,15.5088,0.663,1.422,0.294
183,7.627,3,lifter,0.486,1778,721,1891,914,-4.6242,0.2147,11.4725,0.4908,1.05,0.229
183,7.627,4,lifter,0.2127,1341,1153,1665,1503,-5.2374,0.2544,12.9545,0.5511,1.1821,0.2473
183,7.627,5,lifter,0.1839,774,1171,1072,1512,-4.56,0.2107,11.3145,0.4833,1.0346,0.2259
184,7.668,1,lifter,0.7995,197,1067,465,1512,-4.2373,0.192,10.5215,0.4465,0.9569,0.2071
184,7.668,2,lifter,0.7071,219,687,348,924,-6.2801,0.3141,15.5007,0.6626,1.4213,0.2938
184,7.668,3,lifter,0.3991,1777,718,1895,914,-4.6906,0.2186,11.6348,0.498,1.0656,0.2325
184,7.668,4,lifter,0.2108,1341,1153,1665,1503,-5.2338,0.2542,12.9458,0.5507,1.1813,0.2471
184,7.668,5,lifter,0.1813,774,1172,1071,1512,-4.5542,0.2104,11.3003,0.4826,1.0333,0.2256
184,7.668,6,lifter,0.1556,1758,712,1811,913,-4.4358,0.2028,11.0035,0.4688,1.0043,0.2199
185,7.71,1,lifter,0.7992,197,1067,465,1512,-4.2381,0.192,10.5234,0.4466,0.9571,0.2071
185,7.71,2,lifter,0.7131,219,687,348,924,-6.2814,0.3141,15.5039,0.6628,1.4216,0.2939
185,7.71,3,lifter,0.2259,1772,711,1897,913,-4.7797,0.2239,11.8524,0.5078,1.0866,0.2372
185,7.71,4,lifter,0.2124,1341,1153,1665,1503,-5.2328,0.2541,12.9432,0.5506,1.181,0.2471
185,7.71,5,lifter,0.1714,774,1171,1076,1512,-4.565,0.211,11.3268,0.4838,1.0357,0.2261
185,7.71,6,lifter,0.1245,1758,710,1828,912,-4.5337,0.2085,11.2452,0.48,1.0278,0.2254
186,7.752,1,lifter,0.7991,197,1067,465,1512,-4.2387,0.192,10.5249,0.4466,0.9572,0.2071
186,7.752,2,lifter,0.7106,219,687,348,924,-6.2821,0.3142,15.5057,0.6629,1.4217,0.2939
186,7.752,3,lifter,0.385,1784,710,1897,914,-4.7306,0.221,11.7327,0.5025,1.0751,0.2347
186,7.752,4,lifter,0.2121,1341,1153,1665,1503,-5.2319,0.2541,12.941,0.5505,1.1808,0.247
186,7.752,5,lifter,0.1698,774,1171,1075,1512,-4.5636,0.2109,11.3233,0.4836,1.0354,0.2261
187,7.793,1,lifter,0.7991,197,1067,465,1512,-4.2384,0.192,10.5242,0.4466,0.9572,0.2071
187,7.793,2,lifter,0.7133,219,687,348,924,-6.2846,0.3143,15.5118,0.6631,1.4223,0.294
187,7.793,3,lifter,0.4837,1793,715,1898,915,-4.7004,0.2192,11.6587,0.4992,1.0679,0.2331
187,7.793,4,lifter,0.2108,1341,1153,1665,1503,-5.2325,0.2541,12.9425,0.5506,1.1809,0.2471
187,7.793,5,lifter,0.1683,774,1171,1075,1512,-4.5638,0.2109,11.3239,0.4837,1.0355,0.2261
188,7.835,1,lifter,0.7993,197,1067,465,1512,-4.2379,0.192,10.5231,0.4466,0.9571,0.2071
188,7.835,2,lifter,0.7137,219,686,348,924,-6.2878,0.3145,15.5197,0.6635,1.423,0.2942
