frame,time_seconds,lifter_id,class,confidence,x1,y1,x2,y2,X_3D,Y_3D,Z_3D,W_3D,H_3D,D_3D
413,17.212,5,lifter,0.1282,773,1170,1097,1512,-4.5398,0.2096,11.265,0.4809,1.0296,0.2247
414,17.254,1,lifter,0.7952,195,1066,466,1512,-4.2394,0.192,10.5268,0.4468,0.9576,0.2074
414,17.254,2,lifter,0.7073,219,681,350,925,-6.6946,0.3382,16.5137,0.7068,1.5168,0.3135
414,17.254,3,lifter,0.4982,2089,706,2182,894,-4.7578,0.2226,11.799,0.5054,1.0814,0.2361
414,17.254,4,lifter,0.1346,1340,1153,1666,1503,-5.2438,0.2547,12.97,0.552,1.1835,0.2475
414,17.254,5,lifter,0.128,773,1170,1097,1512,-4.5394,0.2095,11.2641,0.4809,1.0295,0.2247
415,17.296,1,lifter,0.7957,195,1066,466,1512,-4.2419,0.1922,10.5328,0.4471,0.9581,0.2075
415,17.296,2,lifter,0.7075,219,681,350,925,-6.7065,0.3389,16.5426,0.708,1.5196,0.3141
415,17.296,3,lifter,0.4591,2089,705,2182,893,-4.7262,0.2207,11.7216,0.502,1.074,0.2344
415,17.296,4,lifter,0.1323,1340,1153,1666,1503,-5.2518,0.2552,12.9894,0.5529,1.1853,0.2479
415,17.296,5,lifter,0.1273,773,1170,1097,1512,-4.5398,0.2096,11.265,0.4809,1.0296,0.2247
416,17.337,1,lifter,0.7942,195,1066,466,1512,-4.2436,0.1923,10.5369,0.4472,0.9585,0.2076
416,17.337,2,lifter,0.7083,219,681,350,925,-6.7063,0.3389,16.5422,0.708,1.5195,0.3141
416,17.337,3,lifter,0.4395,2088,705,2183,891,-4.7025,0.2193,11.6637,0.4994,1.0684,0.2332
416,17.337,4,lifter,0.1337,1340,1153,1666,1503,-5.2503,0.2551,12.9858,0.5527,1.1849,0.2478
416,17.337,5,lifter,0.1264,773,1170,1097,1512,-4.541,0.2096,11.2678,0.481,1.0298,0.2247
417,17.379,1,lifter,0.7949,195,1066,466,1512,-4.2428,0.1922,10.535,0.4472,0.9584,0.2075
417,17.379,2,lifter,0.7083,218,681,350,925,-6.7151,0.3394,16.5638,0.709,1.5215,0.3145
417,17.379,3,lifter,0.4367,2089,706,2183,891,-4.706,0.2195,11.6722,0.4997,1.0692,0.2334
417,17.379,4,lifter,0.1337,1340,1153,1666,1503,-5.2521,0.2552,12.9901,0.5529,1.1853,0.2479
417,17.379,5,lifter,0.1266,773,1170,1097,1512,-4.5405,0.2096,11.2667,0.481,1.0297,0.2247
418,17.421,1,lifter,0.7943,195,1066,466,1512,-4.2429,0.1922,10.5352,0.4472,0.9584,0.2075
418,17.421,2,lifter,0.7096,218,681,350,925,-6.7039,0.3387,16.5365,0.7078,1.519,0.314
418,17.421,3,lifter,0.4649,2090,706,2182,889,-4.7086,0.2197,11.6786,0.5,1.0699,0.2335
418,17.421,4,lifter,0.134,1340,1153,1666,1503,-5.2454,0.2548,12.9738,0.5522,1.1838,0.2476
418,17.421,5,lifter,0.1251,773,1170,1098,1512,-4.5384,0.2095,11.2615,0.4808,1.0293,0.2246
419,17.462,1,lifter,0.7937,195,1066,466,1512,-4.2422,0.1922,10.5336,0.4471,0.9582,0.2075
419,17.462,2,lifter,0.7097,218,681,350,925,-6.7145,0.3393,16.5621,0.7089,1.5214,0.3145
419,17.462,3,lifter,0.5486,2092,706,2183,890,-4.7179,0.2202,11.7014,0.501,1.072,0.234
419,17.462,4,lifter,0.134,1340,1153,1666,1503,-5.2498,0.255,12.9846,0.5526,1.1848,0.2478
419,17.462,5,lifter,0.1244,774,1170,1097,1512,-4.5387,0.2095,11.2622,0.4808,1.0293,0.2246
420,17.504,1,lifter,0.7936,195,1066,466,1512,-4.2438,0.1923,10.5375,0.4473,0.9586,0.2076
420,17.504,2,lifter,0.7107,218,681,350,925,-6.7133,0.3393,16.5594,0.7088,1.5211,0.3144
420,17.504,3,lifter,0.5463,2092,705,2183,889,-4.7384,0.2214,11.7516,0.5033,1.0769,0.2351
420,17.504,4,lifter,0.1391,2135,714,2189,880,-4.8746,0.2288,12.081,0.5178,1.1085,0.2428
420,17.504,5,lifter,0.1333,1340,1153,1666,1503,-5.2494,0.255,12.9836,0.5526,1.1847,0.2478
420,17.504,6,lifter,0.1265,774,1170,1097,1512,-4.5394,0.2096,11.264,0.4808,1.0295,0.2246
421,17.546,1,lifter,0.7941,195,1066,466,1512,-4.242,0.1922,10.5331,0.4471,0.9582,0.2075
421,17.546,2,lifter,0.7091,218,681,350,925,-6.7152,0.3394,16.5639,0.709,1.5215,0.3145
421,17.546,3,lifter,0.6012,2092,704,2183,888,-4.751,0.2221,11.7825,0.5047,1.0799,0.2358
421,17.546,4,lifter,0.1389,2136,712,2189,880,-4.8903,0.2297,12.1193,0.5196,1.1122,0.2437
421,17.546,5,lifter,0.1311,1340,1153,1666,1502,-5.217,0.2531,12.9044,0.5491,1.1773,0.2463
421,17.546,6,lifter,0.1262,774,1170,1097,1512,-4.5393,0.2095,11.2638,0.4808,1.0294,0.2246
422,17.587,1,lifter,0.7949,195,1066,466,1512,-4.2432,0.1922,10.5359,0.4472,0.9585,0.2075
422,17.587,2,lifter,0.7085,218,681,350,925,-6.7039,0.3387,16.5365,0.7078,1.519,0.314
422,17.587,3,lifter,0.6184,2092,704,2183,887,-4.7702,0.2233,11.8294,0.5068,1.0844,0.2368
422,17.587,4,lifter,0.1368,2136,712,2189,880,-4.8907,0.2298,12.1202,0.5196,1.1123,0.2437
422,17.587,5,lifter,0.1308,1340,1153,1666,1502,-5.213,0.2529,12.8946,0.5486,1.1764,0.2461
422,17.587,6,lifter,0.1271,774,1170,1097,1512,-4.5401,0.2096,11.2656,0.4809,1.0296,0.2247
423,17.629,1,lifter,0.7945,195,1066,465,1512,-4.2434,0.1923,10.5365,0.4472,0.9585,0.2075
423,17.629,2,lifter,0.7074,219,681,350,925,-6.7051,0.3388,16.5393,0.7079,1.5192,0.314
423,17.629,3,lifter,0.557,2091,705,2184,886,-4.7814,0.2239,11.8567,0.5081,1.0871,0.2374
423,17.629,4,lifter,0.1391,2137,714,2190,880,-4.8833,0.2293,12.1021,0.5188,1.1105,0.2433
423,17.629,5,lifter,0.1339,1340,1153,1666,1502,-5.2176,0.2531,12.9059,0.5491,1.1774,0.2463
423,17.629,6,lifter,0.1256,774,1170,1097,1512,-4.5388,0.2095,11.2624,0.4808,1.0293,0.2246
424,17.671,1,lifter,0.7934,195,1066,465,1512,-4.2421,0.1922,10.5333,0.4471,0.9582,0.2075
424,17.671,2,lifter,0.7063,219,681,350,925,-6.7025,0.3386,16.533,0.7076,1.5187,0.3139
424,17.671,3,lifter,0.5696,2093,706,2183,876,-4.7757,0.2236,11.843,0.5075,1.0858,0.2371
424,17.671,4,lifter,0.1329,1340,1153,1666,1502,-5.2151,0.253,12.8997,0.5488,1.1768,0.2462
424,17.671,5,lifter,0.1255,774,1170,1097,1512,-4.5387,0.2095,11.2622,0.4808,1.0293,0.2246
425,17.712,1,lifter,0.7945,195,1066,465,1512,-4.2419,0.1922,10.5329,0.4471,0.9581,0.2075
425,17.712,2,lifter,0.7057,219,681,350,925,-6.7117,0.3392,16.5554,0.7086,1.5208,0.3143
425,17.712,3,lifter,0.5508,2093,705,2183,877,-4.7797,0.2238,11.8527,0.5079,1.0867,0.2374
425,17.712,4,lifter,0.1324,1340,1153,1666,1502,-5.2165,0.2531,12.9033,0.549,1.1772,0.2462
425,17.712,5,lifter,0.1264,774,1170,1096,1512,-4.5413,0.2097,11.2686,0.481,1.0299,0.2247
426,17.754,1,lifter,0.7948,195,1066,465,1512,-4.2413,0.1921,10.5314,0.447,0.958,0.2074
426,17.754,2,lifter,0.7053,219,682,350,925,-6.6929,0.3381,16.5095,0.7066,1.5165,0.3134
426,17.754,3,lifter,0.5313,2094,705,2184,889,-4.7724,0.2234,11.8346,0.5071,1.0849,0.2369
426,17.754,4,lifter,0.1306,1340,1153,1666,1502,-5.2124,0.2528,12.8932,0.5485,1.1762,0.246
426,17.754,5,lifter,0.1269,774,1170,1096,1512,-4.5428,0.2098,11.2722,0.4812,1.0303,0.2248
427,17.796,1,lifter,0.7947,195,1066,465,1512,-4.2416,0.1922,10.5319,0.447,0.958,0.2074
427,17.796,2,lifter,0.7069,219,682,350,925,-6.7013,0.3386,16.53,0.7075,1.5184,0.3138
427,17.796,3,lifter,0.4567,2095,705,2184,875,-4.7681,0.2232,11.8243,0.5066,1.084,0.2367
427,17.796,4,lifter,0.1293,1340,1153,1666,1502,-5.2204,0.2533,12.9127,0.5494,1.1781,0.2464
427,17.796,5,lifter,0.1243,774,1170,1096,1512,-4.5402,0.2096,11.2659,0.4809,1.0296,0.2247
428,17.837,1,lifter,0.7934,195,1066,465,1512,-4.2419,0.1922,10.5327,0.4471,0.9581,0.2075
428,17.837,2,lifter,0.7098,219,681,350,925,-6.7155,0.3394,16.5646,0.709,1.5216,0.3145
428,17.837,3,lifter,0.5367,2125,709,2191,877,-4.8601,0.2286,12.0491,0.5168,1.1056,0.2416
428,17.837,4,lifter,0.1296,1340,1153,1666,1502,-5.219,0.2532,12.9093,0.5493,1.1777,0.2464
428,17.837,5,lifter,0.1249,774,1170,1095,1512,-4.5474,0.21,11.2836,0.4817,1.0313,0.225
429,17.879,1,lifter,0.7948,195,1066,465,1512,-4.2413,0.1921,10.5313,0.447,0.958,0.2074
429,17.879,2,lifter,0.7157,218,681,350,925,-6.7303,0.3402,16.6009,0.7106,1.525,0.3152
429,17.879,3,lifter,0.5327,2125,709,2191,876,-4.8572,0.2284,12.0422,0.5165,1.105,0.2414
429,17.879,4,lifter,0.128,1340,1153,1666,1502,-5.2208,0.2533,12.9137,0.5495,1.1782,0.2464
429,17.879,5,lifter,0.1248,774,1170,1095,1512,-4.5464,0.21,11.281,0.4816,1.0311,0.225
430,17.921,1,lifter,0.7951,195,1066,465,1512,-4.2428,0.1922,10.5351,0.4472,0.9584,0.2075
430,17.921,2,lifter,0.7103,219,681,350,925,-6.71,0.3391,16.5513,0.7084,1.5204,0.3143
430,17.921,3,lifter,0.5459,2128,710,2192,876,-4.861,0.2286,12.0515,0.5169,1.1059,0.2417
430,17.921,4,lifter,0.1297,1340,1153,1666,1503,-5.2481,0.2549,12.9804,0.5525,1.1844,0.2477
430,17.921,5,lifter,0.1275,774,1170,1094,1512,-4.5532,0.2104,11.2978,0.4823,1.0327,0.2253
431,17.962,1,lifter,0.7936,195,1066,465,1512,-4.2407,0.1921,10.5299,0.4469,0.9578,0.2074
431,17.962,2,lifter,0.7108,219,682,350,925,-6.7256,0.34,16.5893,0.7101,1.524,0.315
431,17.962,3,lifter,0.4624,2093,704,2185,869,-4.8053,0.2253,11.9156,0.5108,1.0928,0.2388
431,17.962,4,lifter,0.1318,1340,1153,1666,1502,-5.2238,0.2535,12.9211,0.5498,1.1789,0.2466
431,17.962,5,lifter,0.127,774,1170,1094,1512,-4.5516,0.2103,11.2938,0.4821,1.0323,0.2252
432,18.004,1,lifter,0.7929,195,1066,465,1512,-4.2402,0.1921,10.5287,0.4469,0.9577,0.2074
432,18.004,2,lifter,0.7147,219,682,350,925,-6.7299,0.3402,16.5999,0.7105,1.525,0.3152
432,18.004,3,lifter,0.478,2094,705,2184,862,-4.783,0.224,11.8611,0.5083,1.0876,0.2376
432,18.004,4,lifter,0.1328,1340,1153,1666,1502,-5.2223,0.2534,12.9174,0.5496,1.1785,0.2465
432,18.004,5,lifter,0.1284,773,1170,1094,1512,-4.5523,0.2103,11.2955,0.4822,1.0325,0.2253
433,18.046,1,lifter,0.7921,195,1067,465,1512,-4.2382,0.192,10.5236,0.4466,0.9572,0.2073
433,18.046,2,lifter,0.7155,219,682,350,925,-6.7235,0.3398,16.5843,0.7098,1.5235,0.3149
433,18.046,3,lifter,0.5155,2094,704,2184,876,-4.8159,0.226,11.9415,0.5119,1.0953,0.2393
433,18.046,4,lifter,0.1331,1340,1153,1666,1502,-5.226,0.2536,12.9264,0.55,1.1794,0.2467
433,18.046,5,lifter,0.1277,773,1170,1096,1512,-4.544,0.2098,11.2752,0.4813,1.0305,0.2249
434,18.087,1,lifter,0.7945,195,1066,465,1512,-4.2415,0.1921,10.5319,0.447,0.9581,0.2075
434,18.087,2,lifter,0.7159,219,682,350,925,-6.7224,0.3398,16.5814,0.7097,1.5232,0.3149
434,18.087,3,lifter,0.4697,2096,704,2184,872,-4.8013,0.2251,11.9058,0.5103,1.0919,0.2385
434,18.087,4,lifter,0.1323,1340,1153,1666,1502,-5.2156,0.253,12.9011,0.5489,1.177,0.2462
434,18.087,5,lifter,0.1279,774,1170,1094,1512,-4.5511,0.2102,11.2926,0.4821,1.0322,0.2252
435,18.129,1,lifter,0.7941,195,1066,465,1512,-4.244,0.1923,10.5378,0.4473,0.9586,0.2075
435,18.129,2,lifter,0.7111,219,682,350,925,-6.7434,0.341,16.6329,0.712,1.528,0.3159
435,18.129,3,lifter,0.492,2098,703,2184,871,-4.7826,0.224,11.8601,0.5082,1.0875,0.2375
435,18.129,4,lifter,0.1368,1340,1153,1666,1502,-5.2246,0.2536,12.923,0.5499,1.179,0.2466
435,18.129,5,lifter,0.125,773,1170,1092,1512,-4.5539,0.2104,11.2995,0.4824,1.0329,0.2254
436,18.171,1,lifter,0.7959,195,1066,466,1512,-4.2417,0.1922,10.5324,0.447,0.9581,0.2075
436,18.171,2,lifter,0.7079,219,683,350,925,-6.7245,0.3399,16.5866,0.71,1.5237,0.3149
436,18.171,3,lifter,0.4929,2099,703,2183,859,-4.7569,0.2225,11.7973,0.5054,1.0814,0.2362
436,18.171,4,lifter,0.1346,774,1170,1089,1512,-4.5802,0.212,11.3639,0.4853,1.0391,0.2267
436,18.171,5,lifter,0.1299,1340,1152,1666,1502,-5.2003,0.2521,12.8636,0.5472,1.1734,0.2454
437,18.212,1,lifter,0.7959,196,1066,466,1512,-4.2444,0.1923,10.5388,0.4473,0.9587,0.2076
437,18.212,2,lifter,0.7106,219,682,349,925,-6.7773,0.3429,16.7157,0.7156,1.5358,0.3175
437,18.212,3,lifter,0.4416,2101,703,2183,872,-4.7702,0.2233,11.8298,0.5069,1.0845,0.2369
437,18.212,4,lifter,0.1335,1340,1152,1666,1502,-5.1953,0.2518,12.8514,0.5467,1.1723,0.2452
437,18.212,5,lifter,0.1333,773,1170,1089,1512,-4.5821,0.2121,11.3683,0.4855,1.0395,0.2268
438,18.254,1,lifter,0.7948,195,1066,465,1512,-4.2456,0.1924,10.5418,0.4475,0.959,0.2076
438,18.254,2,lifter,0.7183,218,683,349,925,-6.7676,0.3424,16.6918,0.7146,1.5336,0.317
438,18.254,3,lifter,0.3946,2117,706,2192,890,-4.8203,0.2263,11.9519,0.5124,1.0962,0.2394
438,18.254,4,lifter,0.1372,1340,1152,1666,1502,-5.211,0.2528,12.8898,0.5484,1.1759,0.246
438,18.254,5,lifter,0.1254,773,1170,1092,1512,-4.5547,0.2105,11.3015,0.4825,1.0331,0.2254
439,18.296,1,lifter,0.7938,195,1066,465,1512,-4.2435,0.1923,10.5368,0.4472,0.9585,0.2075
439,18.296,2,lifter,0.7228,218,683,350,925,-6.7551,0.3417,16.6614,0.7133,1.5308,0.3164
439,18.296,3,lifter,0.3746,2102,703,2183,872,-4.7861,0.2242,11.8685,0.5086,1.0882,0.2377
439,18.296,4,lifter,0.1461,1340,1152,1666,1502,-5.2254,0.2536,12.925,0.55,1.1792,0.2466
439,18.296,5,lifter,0.124,773,1171,1089,1512,-4.5549,0.2105,11.3018,0.4825,1.0331,0.2254
440,18.338,1,lifter,0.792,195,1066,465,1512,-4.2413,0.1922,10.5312,0.447,0.9579,0.2074
440,18.338,2,lifter,0.7253,217,682,350,925,-6.788,0.3436,16.7418,0.7168,1.5383,0.318
440,18.338,3,lifter,0.3928,2099,703,2183,876,-4.8002,0.2251,11.9031,0.5102,1.0916,0.2385
440,18.338,4,lifter,0.1463,1340,1151,1666,1503,-5.242,0.2546,12.9656,0.5518,1.183,0.2474
440,18.338,5,lifter,0.1268,774,1171,1089,1512,-4.5565,0.2106,11.3057,0.4827,1.0335,0.2255
441,18.379,1,lifter,0.7935,196,1067,466,1512,-4.2461,0.1924,10.5429,0.4475,0.959,0.2076
441,18.379,2,lifter,0.7219,218,683,349,925,-6.8037,0.3445,16.7801,0.7184,1.5419,0.3187
441,18.379,3,lifter,0.3332,2100,703,2184,878,-4.8104,0.2257,11.928,0.5113,1.094,0.239
441,18.379,4,lifter,0.1369,774,1171,1086,1512,-4.5809,0.212,11.3655,0.4854,1.0393,0.2268
441,18.379,5,lifter,0.1339,1340,1152,1666,1502,-5.2272,0.2537,12.9293,0.5502,1.1796,0.2467
442,18.421,1,lifter,0.7909,195,1067,466,1512,-4.2412,0.1921,10.5311,0.447,0.958,0.2074
442,18.421,2,lifter,0.7178,218,683,349,925,-6.8056,0.3446,16.7848,0.7186,1.5423,0.3188
442,18.421,3,lifter,0.3707,2131,703,2193,877,-4.8424,0.2275,12.0059,0.5148,1.1015,0.2407
442,18.421,4,lifter,0.1355,1340,1152,1666,1502,-5.2071,0.2525,12.8802,0.548,1.1749,0.2457
442,18.421,5,lifter,0.1286,773,1171,1086,1512,-4.5812,0.212,11.3662,0.4854,1.0394,0.2268
443,18.463,1,lifter,0.7909,195,1066,465,1512,-4.2497,0.1927,10.5517,0.4478,0.9598,0.2077
443,18.463,2,lifter,0.721,218,683,349,925,-6.825,0.3457,16.832,0.7207,1.5468,0.3197
443,18.463,3,lifter,0.2622,2105,704,2187,882,-4.8182,0.2261,11.947,0.5122,1.0958,0.2394
443,18.463,4,lifter,0.1412,1340,1152,1666,1503,-5.268,0.2561,13.0292,0.5547,1.1889,0.2486
443,18.463,5,lifter,0.1305,774,1171,1083,1512,-4.5711,0.2114,11.3416,0.4843,1.037,0.2263
444,18.504,1,lifter,0.7897,195,1066,465,1512,-4.2506,0.1927,10.554,0.4479,0.9601,0.2078
444,18.504,2,lifter,0.7153,218,683,350,925,-6.7962,0.344,16.7617,0.7176,1.5402,0.3184
444,18.504,3,lifter,0.2796,2103,704,2187,883,-4.8006,0.2251,11.9038,0.5102,1.0916,0.2384
444,18.504,4,lifter,0.1436,1340,1152,1666,1503,-5.2695,0.2562,13.0328,0.5548,1.1893,0.2487
444,18.504,5,lifter,0.1306,773,1171,1082,1512,-4.5755,0.2117,11.3523,0.4848,1.0381,0.2266
445,18.546,1,lifter,0.7912,195,1066,465,1512,-4.2459,0.1924,10.5426,0.4474,0.959,0.2076
445,18.546,2,lifter,0.7153,218,683,350,925,-6.8022,0.3444,16.7763,0.7183,1.5415,0.3187
445,18.546,3,lifter,0.2833,2104,703,2187,886,-4.7989,0.225,11.8997,0.51,1.0912,0.2383
445,18.546,4,lifter,0.1377,1340,1152,1666,1503,-5.2555,0.2554,12.9988,0.5533,1.1861,0.248
445,18.546,5,lifter,0.1284,773,1171,1085,1512,-4.5747,0.2116,11.3504,0.4847,1.0379,0.2265
446,18.588,1,lifter,0.7907,195,1066,465,1512,-4.2467,0.1925,10.5445,0.4475,0.9592,0.2076
446,18.588,2,lifter,0.7128,218,683,350,925,-6.7795,0.3431,16.7211,0.7159,1.5364,0.3176
446,18.588,3,lifter,0.2912,2106,704,2188,888,-4.8091,0.2256,11.9246,0.5111,1.0936,0.2389
446,18.588,4,lifter,0.1337,1340,1152,1666,1503,-5.2484,0.255,12.9812,0.5525,1.1844,0.2477
446,18.588,5,lifter,0.1291,773,1171,1081,1512,-4.579,0.2119,11.361,0.4853,1.0389,0.2268
447,18.629,1,lifter,0.7887,195,1066,466,1512,-4.2463,0.1925,10.5436,0.4475,0.9591,0.2076
447,18.629,2,lifter,0.7166,218,683,350,925,-6.7898,0.3437,16.746,0.7169,1.5387,0.3181
447,18.629,3,lifter,0.2182,2104,704,2188,883,-4.7972,0.2249,11.8955,0.5099,1.0908,0.2383
447,18.629,4,lifter,0.135,1340,1152,1666,1502,-5.2341,0.2541,12.9463,0.5509,1.1811,0.247
447,18.629,5,lifter,0.1321,774,1171,1077,1512,-4.5683,0.2112,11.3347,0.4841,1.0365,0.2263
448,18.671,1,lifter,0.786,195,1067,466,1512,-4.2435,0.1923,10.5366,0.4472,0.9584,0.2074
448,18.671,2,lifter,0.7196,218,683,350,925,-6.7899,0.3437,16.7464,0.717,1.5387,0.3181
448,18.671,3,lifter,0.2026,2103,704,2188,877,-4.8123,0.2258,11.9327,0.5115,1.0945,0.2391
448,18.671,4,lifter,0.1372,1340,1152,1666,1502,-5.2333,0.2541,12.9444,0.5509,1.1809,0.2469
448,18.671,5,lifter,0.1298,774,1171,1077,1512,-4.5657,0.2111,11.3284,0.4838,1.0359,0.2261
449,18.713,1,lifter,0.7864,195,1067,466,1512,-4.2412,0.1922,10.5309,0.4469,0.9579,0.2073
449,18.713,2,lifter,0.7155,219,683,349,925,-6.8338,0.3462,16.8535,0.7216,1.5488,0.3202
449,18.713,3,lifter,0.1935,2107,704,2188,883,-4.77,0.2233,11.8292,0.5069,1.0844,0.2368
449,18.713,4,lifter,0.1364,1340,1152,1666,1502,-5.2292,0.2538,12.9343,0.5504,1.18,0.2467
449,18.713,5,lifter,0.1282,773,1171,1082,1512,-4.5745,0.2116,11.35,0.4847,1.0378,0.2265
450,18.754,1,lifter,0.7864,195,1067,466,1512,-4.2423,0.1922,10.5337,0.447,0.9581,0.2074
450,18.754,2,lifter,0.7117,219,683,350,925,-6.7757,0.3429,16.7116,0.7154,1.5355,0.3174
450,18.754,3,lifter,0.1923,2105,704,2188,883,-4.777,0.2237,11.8463,0.5076,1.0861,0.2372
450,18.754,4,lifter,0.1369,1340,1152,1666,1502,-5.2244,0.2535,12.9227,0.5499,1.1789,0.2465
450,18.754,5,lifter,0.1271,773,1171,1084,1512,-4.5699,0.2113,11.3386,0.4842,1.0367,0.2263
451,18.796,1,lifter,0.7853,195,1067,466,1512,-4.2412,0.1922,10.531,0.4469,0.9579,0.2073
451,18.796,2,lifter,0.7158,219,683,350,925,-6.7752,0.3428,16.7105,0.7154,1.5354,0.3174
451,18.796,3,lifter,0.2327,2111,705,2189,876,-4.7878,0.2243,11.8726,0.5088,1.0887,0.2378
451,18.796,4,lifter,0.1346,1340,1152,1666,1502,-5.2279,0.2537,12.9311,0.5503,1.1797,0.2467
451,18.796,5,lifter,0.1246,774,1171,1090,1512,-4.5473,0.21,11.2832,0.4816,1.0313,0.225
452,18.838,1,lifter,0.7817,194,1067,466,1512,-4.235,0.1918,10.5158,0.4462,0.9564,0.207
452,18.838,2,lifter,0.7175,219,684,349,925,-6.795,0.344,16.7586,0.7175,1.5399,0.3183
452,18.838,3,lifter,0.2307,2110,705,2189,878,-4.7842,0.2241,11.8638,0.5084,1.0878,0.2376
452,18.838,4,lifter,0.1388,1340,1152,1666,1503,-5.2642,0.2559,13.02,0.5543,1.188,0.2484
452,18.838,5,lifter,0.1225,774,1171,1096,1512,-4.5222,0.2086,11.2219,0.4789,1.0254,0.2236
453,18.879,1,lifter,0.7816,194,1067,466,1512,-4.2337,0.1917,10.5127,0.4461,0.9561,0.2069
453,18.879,2,lifter,0.719,219,684,350,925,-6.7617,0.3421,16.6774,0.714,1.5323,0.3167
453,18.879,3,lifter,0.2489,2112,705,2189,876,-4.7905,0.2245,11.8792,0.5091,1.0893,0.2379
453,18.879,4,lifter,0.1368,1340,1152,1666,1503,-5.2651,0.2559,13.0222,0.5544,1.1882,0.2484
453,18.879,5,lifter,0.1241,774,1171,1096,1512,-4.5212,0.2085,11.2195,0.4788,1.0251,0.2236
454,18.921,1,lifter,0.7823,194,1067,466,1512,-4.2328,0.1917,10.5104,0.446,0.9559,0.2069
454,18.921,2,lifter,0.718,218,684,350,925,-6.7625,0.3421,16.6794,0.7141,1.5325,0.3168
454,18.921,3,lifter,0.2562,2110,705,2189,881,-4.7735,0.2235,11.8377,0.5072,1.0853,0.237
454,18.921,4,lifter,0.1451,1340,1152,1666,1503,-5.2514,0.2551,12.9887,0.5529,1.1851,0.2478
454,18.921,5,lifter,0.1205,774,1171,1097,1512,-4.5214,0.2085,11.2198,0.4788,1.0252,0.2236
455,18.963,1,lifter,0.784,194,1067,466,1512,-4.2338,0.1917,10.513,0.4461,0.9562,0.207
455,18.963,2,lifter,0.718,219,684,349,925,-6.802,0.3444,16.7757,0.7183,1.5415,0.3186
455,18.963,3,lifter,0.2498,2108,705,2189,880,-4.7752,0.2236,11.8417,0.5074,1.0857,0.2371
455,18.963,4,lifter,0.1418,1340,1152,1666,1503,-5.2611,0.2557,13.0125,0.5539,1.1873,0.2482
455,18.963,5,lifter,0.1185,774,1171,1095,1512,-4.5256,0.2088,11.23,0.4792,1.0261,0.2238
456,19.004,1,lifter,0.784,194,1067,466,1512,-4.2344,0.1918,10.5145,0.4462,0.9563,0.207
456,19.004,2,lifter,0.7171,219,684,349,925,-6.8092,0.3448,16.7934,0.719,1.5432,0.319
456,19.004,3,lifter,0.2328,2114,705,2189,875,-4.7984,0.225,11.8987,0.51,1.0912,0.2384
456,19.004,4,lifter,0.1401,1340,1152,1666,1503,-5.2616,0.2557,13.0135,0.554,1.1874,0.2483
456,19.004,5,lifter,0.1187,774,1171,1095,1512,-4.5269,0.2088,11.2334,0.4794,1.0265,0.2239
457,19.046,1,lifter,0.7836,194,1067,466,1512,-4.2336,0.1917,10.5126,0.4461,0.9561,0.2069
457,19.046,2,lifter,0.7084,220,684,349,925,-6.8157,0.3452,16.8093,0.7197,1.5447,0.3193
457,19.046,3,lifter,0.1828,2129,697,2193,877,-4.8261,0.2266,11.966,0.513,1.0976,0.2398
457,19.046,4,lifter,0.1397,1340,1152,1666,1503,-5.264,0.2559,13.0195,0.5542,1.188,0.2484
457,19.046,5,lifter,0.1193,774,1171,1094,1512,-4.5312,0.2091,11.2439,0.4799,1.0275,0.2241
458,19.088,1,lifter,0.7831,194,1067,466,1512,-4.2329,0.1917,10.5107,0.446,0.956,0.2069
458,19.088,2,lifter,0.7051,220,684,350,925,-6.7727,0.3427,16.7044,0.7152,1.5349,0.3173
458,19.088,3,lifter,0.2271,2115,705,2190,868,-4.8026,0.2252,11.9089,0.5105,1.0922,0.2386
458,19.088,4,lifter,0.1417,1340,1152,1666,1503,-5.2597,0.2556,13.0089,0.5538,1.187,0.2482
458,19.088,5,lifter,0.1199,774,1171,1094,1512,-4.5321,0.2092,11.246,0.48,1.0277,0.2242
459,19.129,1,lifter,0.7829,194,1067,466,1512,-4.2331,0.1917,10.5112,0.446,0.956,0.2069
459,19.129,2,lifter,0.7106,220,683,350,925,-6.7863,0.3435,16.7375,0.7165,1.5379,0.3179
459,19.129,3,lifter,0.2064,2130,699,2193,870,-4.8203,0.2262,11.952,0.5124,1.0963,0.2396
459,19.129,4,lifter,0.1391,1340,1152,1666,1503,-5.2574,0.2555,13.0032,0.5535,1.1864,0.2481
459,19.129,5,lifter,0.12,774,1171,1096,1512,-4.52,0.2084,11.2165,0.4786,1.0248,0.2235
460,19.171,1,lifter,0.7832,194,1067,466,1512,-4.2336,0.1917,10.5124,0.4461,0.9561,0.207
460,19.171,2,lifter,0.7137,219,683,350,925,-6.7876,0.3435,16.7407,0.7167,1.5382,0.318
460,19.171,3,lifter,0.2418,2132,697,2193,871,-4.8278,0.2266,11.9702,0.5132,1.0981,0.24
460,19.171,4,lifter,0.1398,1340,1152,1666,1503,-5.2609,0.2557,13.0118,0.5539,1.1873,0.2482
460,19.171,5,lifter,0.1198,774,1170,1096,1512,-4.528,0.2089,11.236,0.4795,1.0267,0.224
461,19.213,1,lifter,0.7829,194,1067,466,1512,-4.2341,0.1917,10.5137,0.4462,0.9562,0.207
461,19.213,2,lifter,0.7171,219,683,350,925,-6.783,0.3433,16.7296,0.7162,1.5372,0.3177
