frame,time_seconds,confidence,x1,y1,x2,y2,X_3D,Y_3D,Z_3D,W_3D,H_3D,D_3D
304,12.67,0.7654,226,680,348,924,-7.1785,0.3668,17.6958,0.7588,1.6292,0.3372
305,12.711,0.7655,226,680,348,924,-7.1791,0.3668,17.6973,0.7589,1.6294,0.3372
306,12.753,0.765,226,680,348,924,-7.1757,0.3666,17.6888,0.7585,1.6286,0.3371
307,12.795,0.7656,226,680,348,924,-7.1812,0.3669,17.7024,0.7591,1.6298,0.3373
308,12.836,0.7648,226,680,348,924,-7.1804,0.3669,17.7005,0.759,1.6297,0.3373
309,12.878,0.7619,226,680,348,924,-7.1846,0.3671,17.7105,0.7595,1.6306,0.3375
310,12.92,0.7596,226,680,348,924,-7.1849,0.3672,17.7115,0.7595,1.6307,0.3375
311,12.961,0.7639,226,680,348,924,-7.1956,0.3678,17.7375,0.7606,1.6332,0.338
312,13.003,0.7625,227,680,348,924,-7.2465,0.3707,17.8619,0.7661,1.6449,0.3405
313,13.045,0.7649,227,680,348,924,-7.2473,0.3708,17.8639,0.7662,1.6451,0.3405
314,13.086,0.767,227,681,348,925,-7.1867,0.3673,17.7157,0.7598,1.6312,0.3376
315,13.128,0.7684,227,681,348,925,-7.1884,0.3674,17.7198,0.7599,1.6316,0.3377
316,13.17,0.7648,227,681,348,925,-7.1908,0.3675,17.7258,0.7602,1.6321,0.3378
317,13.211,0.7687,227,681,348,925,-7.1986,0.368,17.7447,0.761,1.6339,0.3382
318,13.253,0.7658,227,681,348,925,-7.1985,0.368,17.7446,0.761,1.6339,0.3382
319,13.295,0.7667,227,682,348,925,-7.1705,0.3664,17.6762,0.758,1.6275,0.3368
320,13.336,0.7716,227,682,348,924,-7.1868,0.3673,17.716,0.7597,1.6312,0.3376
321,13.378,0.7923,2071,727,2138,893,-4.853,0.2283,12.0318,0.5159,1.1038,0.241
322,13.42,0.8126,2056,723,2140,893,-4.8487,0.228,12.0213,0.5154,1.1028,0.2408
323,13.461,0.7911,2054,721,2142,892,-4.8481,0.2279,12.0199,0.5154,1.1027,0.2408
324,13.503,0.7701,227,682,348,925,-7.1858,0.3673,17.7136,0.7597,1.631,0.3376
325,13.545,0.7704,227,682,348,925,-7.186,0.3673,17.7141,0.7597,1.631,0.3376
326,13.586,0.8441,2053,717,2147,891,-4.8559,0.2284,12.0388,0.5162,1.1045,0.2412
327,13.628,0.7745,227,682,348,925,-7.1965,0.3679,17.7396,0.7608,1.6334,0.3381
328,13.67,0.7727,227,682,348,925,-7.1948,0.3678,17.7354,0.7606,1.633,0.338
329,13.711,0.7749,227,681,348,924,-7.2584,0.3714,17.891,0.7674,1.6476,0.3411
330,13.753,0.7704,227,682,348,924,-7.2022,0.3682,17.7535,0.7614,1.6347,0.3384
331,13.795,0.77,227,682,348,924,-7.209,0.3686,17.7703,0.7621,1.6363,0.3387
332,13.836,0.7676,227,682,348,925,-7.1945,0.3678,17.7348,0.7606,1.633,0.338
333,13.878,0.7711,227,682,348,925,-7.1967,0.3679,17.7401,0.7608,1.6335,0.3381
334,13.92,0.7646,227,682,347,925,-7.2199,0.3692,17.7969,0.7633,1.6388,0.3392
335,13.962,0.768,227,681,348,924,-7.2621,0.3716,17.8999,0.7678,1.6485,0.3412
336,14.003,0.7688,227,681,348,924,-7.2483,0.3708,17.8662,0.7663,1.6453,0.3406
337,14.045,0.7661,227,682,348,925,-7.1877,0.3674,17.7182,0.7599,1.6314,0.3377
338,14.087,0.7611,227,682,348,925,-7.187,0.3673,17.7165,0.7598,1.6313,0.3376
339,14.128,0.7636,226,682,347,924,-7.1696,0.3663,17.6739,0.7579,1.6271,0.3368
340,14.17,0.7683,2049,712,2155,893,-4.801,0.2252,11.9047,0.5101,1.0916,0.2383
341,14.212,0.7608,226,682,348,924,-7.1393,0.3646,17.5999,0.7547,1.6202,0.3353
342,14.253,0.7565,226,682,347,925,-7.128,0.3639,17.5724,0.7535,1.6176,0.3348
343,14.295,0.7553,226,682,347,925,-7.1438,0.3648,17.6108,0.7551,1.6212,0.3355
344,14.337,0.7541,226,682,347,925,-7.1457,0.3649,17.6157,0.7554,1.6217,0.3356
345,14.378,0.7532,226,682,347,924,-7.1599,0.3657,17.6503,0.7568,1.6249,0.3363
346,14.42,0.7552,226,682,348,924,-7.1322,0.3641,17.5827,0.7539,1.6186,0.335
347,14.462,0.7545,226,681,348,924,-7.185,0.3672,17.7116,0.7595,1.6307,0.3375
348,14.503,0.7544,226,682,348,924,-7.1419,0.3647,17.6063,0.7549,1.6208,0.3355
349,14.545,0.7542,226,682,348,924,-7.1416,0.3647,17.6057,0.7549,1.6207,0.3354
350,14.587,0.7553,226,682,348,924,-7.1415,0.3647,17.6053,0.7549,1.6207,0.3354
351,14.628,0.7528,226,682,348,924,-7.1424,0.3647,17.6076,0.755,1.6209,0.3355
352,14.67,0.7513,226,682,348,924,-7.1424,0.3647,17.6074,0.755,1.6209,0.3355
353,14.712,0.755,226,682,348,924,-7.1349,0.3643,17.5893,0.7542,1.6192,0.3351
354,14.753,0.7574,226,682,348,924,-7.1375,0.3644,17.5955,0.7545,1.6198,0.3352
355,14.795,0.7533,226,682,348,924,-7.1319,0.3641,17.5818,0.7539,1.6185,0.335
356,14.837,0.7545,226,682,348,924,-7.1325,0.3642,17.5833,0.7539,1.6186,0.335
357,14.878,0.7528,226,682,348,924,-7.1324,0.3642,17.5832,0.7539,1.6186,0.335
358,14.92,0.7536,226,682,348,924,-7.1281,0.3639,17.5725,0.7535,1.6176,0.3348
359,14.962,0.7483,226,682,348,924,-7.1274,0.3639,17.571,0.7534,1.6175,0.3348
360,15.003,0.7479,226,682,348,924,-7.1345,0.3643,17.5882,0.7541,1.6191,0.3351
361,15.045,0.7943,2099,709,2168,892,-4.8919,0.2305,12.1268,0.5202,1.113,0.2431
362,15.087,0.8189,2093,708,2168,892,-4.8863,0.2301,12.1131,0.5196,1.1117,0.2428
363,15.128,0.7424,226,681,348,924,-7.1696,0.3663,17.6741,0.7579,1.6272,0.3368
364,15.17,0.7452,229,673,349,928,-7.6754,0.3956,18.9097,0.8119,1.7436,0.3611
365,15.212,0.7429,226,682,348,925,-7.1393,0.3646,17.6,0.7547,1.6202,0.3354
366,15.253,0.7422,226,682,348,924,-7.1534,0.3654,17.6345,0.7562,1.6234,0.336
367,15.295,0.7388,226,682,348,924,-7.1541,0.3654,17.6361,0.7562,1.6236,0.3361
368,15.337,0.7407,226,682,348,925,-7.1343,0.3643,17.5877,0.7542,1.6191,0.3351
369,15.379,0.7414,226,682,348,925,-7.1327,0.3642,17.5839,0.754,1.6187,0.335
370,15.42,0.743,226,682,348,925,-7.1335,0.3643,17.5858,0.7541,1.6189,0.3351
371,15.462,0.7401,226,682,348,925,-7.1331,0.3642,17.5849,0.754,1.6188,0.3351
372,15.504,0.7565,2091,705,2174,893,-4.8291,0.2268,11.9732,0.5133,1.0982,0.2398
373,15.545,0.7417,226,681,348,925,-7.1675,0.3662,17.6688,0.7577,1.6267,0.3367
374,15.587,0.7839,2092,707,2176,892,-4.8086,0.2256,11.9233,0.511,1.0934,0.2387
375,15.629,0.7635,2093,707,2176,893,-4.7821,0.224,11.8584,0.5081,1.0871,0.2373
376,15.67,0.7574,2088,706,2175,893,-4.7866,0.2243,11.8692,0.5086,1.0882,0.2375
377,15.712,0.7584,2089,706,2176,893,-4.7871,0.2243,11.8704,0.5087,1.0883,0.2376
378,15.754,0.7556,229,673,348,927,-7.745,0.3995,19.0795,0.8192,1.7595,0.3644
379,15.795,0.7561,2089,704,2177,893,-4.795,0.2248,11.8899,0.5095,1.0902,0.238
380,15.837,0.7485,229,672,348,927,-7.7611,0.4005,19.1191,0.821,1.7632,0.3652
381,15.879,0.8306,2093,707,2177,893,-4.7694,0.2233,11.8271,0.5067,1.0841,0.2366
382,15.92,0.8631,2093,710,2178,893,-4.7649,0.2231,11.8162,0.5062,1.083,0.2364
383,15.962,0.7921,2097,710,2179,893,-4.7737,0.2236,11.8377,0.5072,1.0851,0.2368
384,16.004,0.7489,229,672,348,927,-7.7645,0.4007,19.1272,0.8213,1.764,0.3653
385,16.045,0.7472,226,682,348,924,-7.1467,0.365,17.6181,0.7554,1.6219,0.3357
386,16.087,0.7479,224,682,348,924,-6.9152,0.3512,17.0526,0.7304,1.568,0.3243
387,16.129,0.7489,224,682,348,924,-6.9186,0.3514,17.061,0.7307,1.5688,0.3245
388,16.17,0.7493,224,682,348,924,-6.9105,0.3509,17.0411,0.7299,1.5669,0.3241
389,16.212,0.7489,224,682,348,924,-6.9155,0.3512,17.0534,0.7304,1.5681,0.3243
390,16.254,0.7477,224,682,348,924,-6.9075,0.3507,17.0338,0.7296,1.5662,0.324
391,16.295,0.749,224,682,348,924,-6.9132,0.3511,17.0478,0.7302,1.5676,0.3242
392,16.337,0.7494,224,682,348,924,-6.916,0.3512,17.0545,0.7305,1.5682,0.3244
393,16.379,0.7504,224,683,348,924,-6.8989,0.3503,17.0129,0.7287,1.5643,0.3236
394,16.42,0.7508,224,683,348,924,-6.8936,0.35,17.0,0.7281,1.5631,0.3233
395,16.462,0.7507,224,683,348,924,-6.8939,0.35,17.0007,0.7281,1.5631,0.3233
396,16.504,0.7508,224,683,348,924,-6.8938,0.35,17.0003,0.7281,1.5631,0.3233
397,16.545,0.7508,224,683,348,924,-6.8939,0.35,17.0007,0.7281,1.5631,0.3233
398,16.587,0.7507,224,683,348,924,-6.8936,0.35,16.9999,0.7281,1.5631,0.3233
399,16.629,0.7507,224,683,348,923,-6.908,0.3508,17.0351,0.7296,1.5663,0.324
400,16.67,0.7502,224,683,348,924,-6.8936,0.35,16.9999,0.7281,1.5631,0.3233
401,16.712,0.7498,224,683,347,923,-6.9226,0.3516,17.0707,0.7312,1.5697,0.3247
402,16.754,0.7492,224,683,347,924,-6.9096,0.3509,17.0389,0.7298,1.5667,0.3241
403,16.795,0.7507,224,683,347,924,-6.909,0.3508,17.0375,0.7297,1.5666,0.324
404,16.837,0.7527,224,682,347,924,-6.9218,0.3516,17.0688,0.7311,1.5695,0.3246
405,16.879,0.7547,224,682,347,924,-6.9216,0.3515,17.0683,0.731,1.5695,0.3246
406,16.921,0.7576,224,682,347,924,-6.922,0.3516,17.0694,0.7311,1.5696,0.3246
407,16.962,0.7567,224,682,347,924,-6.9244,0.3517,17.0752,0.7314,1.5701,0.3248
408,17.004,0.7557,224,682,347,924,-6.9245,0.3517,17.0755,0.7314,1.5701,0.3248
409,17.046,0.7545,224,682,347,924,-6.9258,0.3518,17.0786,0.7315,1.5704,0.3248
410,17.087,0.753,224,682,347,924,-6.9248,0.3517,17.0761,0.7314,1.5702,0.3248
411,17.129,0.7548,224,682,347,924,-6.9318,0.3521,17.0932,0.7321,1.5718,0.3251
412,17.171,0.7568,2115,708,2188,884,-4.8659,0.2289,12.0633,0.5174,1.1069,0.2418
413,17.212,0.758,224,682,347,924,-6.9309,0.3521,17.0911,0.732,1.5716,0.3251
414,17.254,0.7598,224,682,348,924,-6.9085,0.3508,17.0362,0.7297,1.5665,0.324
415,17.296,0.7598,224,682,348,924,-6.9199,0.3515,17.0641,0.7309,1.5691,0.3246
416,17.337,0.7897,2119,710,2188,883,-4.8586,0.2285,12.0454,0.5166,1.1052,0.2415
417,17.379,0.7649,2119,711,2187,881,-4.859,0.2285,12.0464,0.5167,1.1053,0.2415
418,17.421,0.7761,2119,710,2188,881,-4.8653,0.2289,12.0619,0.5174,1.1068,0.2418
419,17.462,0.7925,2118,709,2188,881,-4.8708,0.2292,12.0752,0.518,1.1081,0.2421
420,17.504,0.7883,2117,707,2189,880,-4.8748,0.2294,12.0851,0.5184,1.1091,0.2423
421,17.546,0.8172,2119,708,2190,881,-4.8725,0.2293,12.0795,0.5182,1.1085,0.2422
422,17.587,0.814,2121,708,2192,882,-4.8651,0.2289,12.0612,0.5173,1.1068,0.2418
423,17.629,0.8205,2122,707,2192,880,-4.867,0.229,12.066,0.5176,1.1073,0.242
424,17.671,0.7997,2119,706,2191,880,-4.872,0.2293,12.0782,0.5181,1.1084,0.2422
425,17.712,0.7774,2118,706,2191,880,-4.8713,0.2292,12.0767,0.518,1.1083,0.2422
426,17.754,0.7602,2118,706,2191,881,-4.8724,0.2293,12.0792,0.5181,1.1085,0.2422
427,17.796,0.7596,224,682,347,924,-6.9507,0.3532,17.1395,0.7341,1.5761,0.326
428,17.837,0.7654,2120,707,2190,881,-4.856,0.2283,12.0393,0.5163,1.1046,0.2413
429,17.879,0.7614,224,682,347,924,-6.9528,0.3533,17.1445,0.7344,1.5766,0.3261
430,17.921,0.7625,224,682,347,924,-6.9392,0.3526,17.1114,0.7329,1.5735,0.3255
431,17.962,0.7618,224,683,347,924,-6.9585,0.3537,17.1584,0.735,1.5779,0.3264
432,18.004,0.7611,224,682,347,924,-6.9791,0.3549,17.2089,0.7372,1.5827,0.3274
433,18.046,0.762,224,683,347,923,-6.9704,0.3543,17.1875,0.7362,1.5806,0.3269
434,18.087,0.7629,224,683,347,924,-6.9579,0.3537,17.1571,0.7349,1.5778,0.3264
435,18.129,0.7591,224,683,348,924,-6.9625,0.3539,17.1682,0.7354,1.5789,0.3266
436,18.171,0.7563,224,682,347,924,-6.9933,0.3557,17.2435,0.7387,1.5859,0.3281
437,18.212,0.7627,224,682,348,924,-6.9838,0.3551,17.2202,0.7377,1.5837,0.3276
438,18.254,0.7579,224,683,348,924,-6.9653,0.3541,17.1751,0.7357,1.5795,0.3267
439,18.296,0.7863,2120,706,2191,879,-4.8264,0.2266,11.967,0.5131,1.0977,0.2398
440,18.338,0.7859,2121,704,2191,879,-4.8298,0.2268,11.9752,0.5134,1.0985,0.24
441,18.379,0.7705,225,683,347,924,-7.1096,0.3626,17.5277,0.7512,1.6129,0.3337
442,18.421,0.7682,225,683,348,924,-7.0974,0.3619,17.4979,0.7499,1.6102,0.3332
443,18.463,0.792,2123,703,2192,880,-4.8272,0.2266,11.969,0.5131,1.0979,0.2399
444,18.504,0.7541,224,684,347,924,-7.0295,0.3578,17.332,0.7426,1.5943,0.3298
445,18.546,0.7559,224,683,347,924,-7.0558,0.3593,17.3961,0.7453,1.6003,0.331
446,18.588,0.7595,225,683,348,924,-7.118,0.3631,17.5481,0.7521,1.6149,0.3342
447,18.629,0.7615,224,682,348,924,-7.0431,0.3586,17.3653,0.744,1.5974,0.3305
448,18.671,0.7622,224,682,347,924,-7.0626,0.3597,17.4129,0.7461,1.6019,0.3314
449,18.713,0.7592,224,682,347,924,-7.0754,0.3604,17.4442,0.7474,1.6048,0.332
450,18.754,0.7589,224,682,347,924,-7.0525,0.3591,17.388,0.745,1.5995,0.3309
451,18.796,0.7651,224,682,347,924,-7.048,0.3588,17.377,0.7445,1.5985,0.3307
452,18.838,0.764,224,682,347,924,-7.0424,0.3585,17.3634,0.7439,1.5972,0.3304
453,18.879,0.7664,224,683,347,924,-7.0274,0.3577,17.3269,0.7423,1.5938,0.3297
454,18.921,0.7624,224,683,347,924,-7.0255,0.3575,17.3221,0.7421,1.5933,0.3296
455,18.963,0.7607,224,683,347,924,-7.027,0.3576,17.3258,0.7423,1.5937,0.3297
456,19.004,0.7574,224,684,347,924,-7.0205,0.3573,17.3098,0.7416,1.5922,0.3294
457,19.046,0.7572,224,684,347,925,-7.0059,0.3565,17.2743,0.7401,1.5889,0.3287
458,19.088,0.7553,224,684,347,925,-6.9995,0.3561,17.2587,0.7394,1.5875,0.3284
459,19.129,0.7575,224,684,347,925,-7.0001,0.3561,17.26,0.7395,1.5876,0.3284
460,19.171,0.7585,224,684,347,925,-6.999,0.3561,17.2574,0.7394,1.5873,0.3284
461,19.213,0.7584,224,684,347,925,-6.9932,0.3558,17.2433,0.7388,1.586,0.3281
462,19.254,0.7556,224,684,347,925,-6.9885,0.3555,17.2317,0.7383,1.5849,0.3278
463,19.296,0.7581,224,684,347,925,-6.9902,0.3556,17.2358,0.7384,1.5853,0.3279
464,19.338,0.757,224,683,347,925,-7.0074,0.3565,17.2779,0.7402,1.5892,0.3287
465,19.379,0.7577,224,683,347,925,-7.0048,0.3564,17.2716,0.7399,1.5886,0.3286
466,19.421,0.7554,224,683,347,925,-7.0028,0.3563,17.2666,0.7397,1.5882,0.3285
467,19.463,0.7548,224,683,347,925,-7.0099,0.3567,17.284,0.7405,1.5898,0.3289
468,19.504,0.7525,224,683,347,925,-7.0168,0.3571,17.3008,0.7412,1.5914,0.3292
469,19.546,0.7523,224,683,347,925,-7.0179,0.3571,17.3035,0.7413,1.5916,0.3292
470,19.588,0.7541,224,683,348,925,-6.9901,0.3556,17.2357,0.7384,1.5853,0.3279
471,19.629,0.7559,224,683,347,925,-7.0167,0.3571,17.3005,0.7412,1.5913,0.3292
472,19.671,0.7565,225,683,347,925,-7.1192,0.3632,17.5509,0.7523,1.6152,0.3342
473,19.713,0.7572,225,682,347,925,-7.1446,0.3646,17.613,0.7549,1.621,0.3354
474,19.754,0.7574,225,682,347,925,-7.1308,0.3638,17.5794,0.7535,1.6178,0.3348
475,19.796,0.7535,224,683,347,925,-7.0218,0.3573,17.3131,0.7418,1.5925,0.3294
476,19.838,0.7535,224,683,347,925,-7.0215,0.3573,17.3124,0.7417,1.5925,0.3294
477,19.88,0.7501,224,683,347,925,-7.0322,0.358,17.3386,0.7429,1.5949,0.3299
478,19.921,0.75,224,683,347,925,-7.0305,0.3579,17.3343,0.7427,1.5945,0.3298
479,19.963,0.7418,225,683,347,925,-7.1393,0.3643,17.6001,0.7544,1.6198,0.3352
480,20.005,0.7433,225,683,347,925,-7.1289,0.3637,17.5748,0.7533,1.6174,0.3347
481,20.046,0.7411,225,683,347,924,-7.1591,0.3655,17.6486,0.7565,1.6243,0.3361
482,20.088,0.7342,227,683,348,925,-7.2138,0.3688,17.7819,0.7625,1.6372,0.3389
483,20.13,0.7357,227,683,348,925,-7.2138,0.3688,17.7821,0.7626,1.6372,0.3389
484,20.171,0.7358,227,683,348,925,-7.2138,0.3688,17.782,0.7625,1.6372,0.3389
485,20.213,0.7359,227,683,348,925,-7.2139,0.3688,17.7821,0.7626,1.6373,0.3389
486,20.255,0.7354,227,683,348,925,-7.2139,0.3688,17.7821,0.7626,1.6373,0.3389
487,20.296,0.7337,226,683,348,925,-7.1677,0.3661,17.6693,0.7576,1.6266,0.3367
488,20.338,0.7352,226,683,348,925,-7.1607,0.3657,17.6522,0.7569,1.625,0.3363
489,20.38,0.7353,226,683,348,925,-7.1607,0.3657,17.6522,0.7569,1.625,0.3363
490,20.421,0.7351,226,683,348,925,-7.1606,0.3657,17.6521,0.7568,1.625,0.3363
491,20.463,0.7355,226,683,348,925,-7.1606,0.3657,17.6521,0.7568,1.625,0.3363
492,20.505,0.7358,226,683,348,925,-7.1606,0.3657,17.6521,0.7568,1.625,0.3363
493,20.546,0.7362,226,683,348,925,-7.1603,0.3657,17.6513,0.7568,1.6249,0.3363
494,20.588,0.7352,226,683,348,925,-7.1606,0.3657,17.6521,0.7568,1.625,0.3363
495,20.63,0.736,226,683,348,925,-7.1621,0.3658,17.6557,0.757,1.6253,0.3364
496,20.671,0.7362,226,683,348,925,-7.1617,0.3658,17.6546,0.757,1.6252,0.3364
497,20.713,0.7363,226,683,348,925,-7.1624,0.3658,17.6565,0.757,1.6254,0.3364
498,20.755,0.7357,226,683,348,925,-7.1608,0.3658,17.6525,0.7569,1.625,0.3363
499,20.796,0.7356,226,683,348,925,-7.161,0.3658,17.6529,0.7569,1.6251,0.3363
500,20.838,0.7359,226,683,348,925,-7.1609,0.3658,17.6527,0.7569,1.625,0.3363
501,20.88,0.7361,226,683,348,925,-7.1609,0.3658,17.6528,0.7569,1.625,0.3363
502,20.921,0.7362,226,683,348,925,-7.1607,0.3657,17.6523,0.7569,1.625,0.3363
503,20.963,0.7383,226,683,348,925,-7.1604,0.3657,17.6516,0.7568,1.6249,0.3363
504,21.005,0.7382,226,683,348,925,-7.1588,0.3656,17.6475,0.7566,1.6245,0.3362
505,21.046,0.7391,226,683,348,925,-7.1595,0.3657,17.6494,0.7567,1.6247,0.3363
506,21.088,0.7395,227,683,348,925,-7.2115,0.3687,17.7763,0.7623,1.6367,0.3388
507,21.13,0.7397,227,683,348,925,-7.213,0.3688,17.7801,0.7625,1.6371,0.3388
508,21.171,0.7394,227,683,348,926,-7.1953,0.3678,17.7369,0.7606,1.633,0.338
509,21.213,0.7405,226,683,348,925,-7.1597,0.3657,17.6498,0.7567,1.6248,0.3363
510,21.255,0.7386,227,683,348,926,-7.1959,0.3678,17.7382,0.7607,1.6332,0.338
511,21.297,0.7391,227,683,348,926,-7.1968,0.3679,17.7405,0.7608,1.6334,0.3381
512,21.338,0.7392,227,683,348,926,-7.1964,0.3678,17.7395,0.7607,1.6333,0.3381
513,21.38,0.7392,227,683,348,926,-7.1968,0.3679,17.7403,0.7608,1.6334,0.3381
514,21.422,0.7384,227,683,348,925,-7.2122,0.3687,17.7781,0.7624,1.6369,0.3388
515,21.463,0.7382,226,683,348,926,-7.1474,0.365,17.6197,0.7555,1.622,0.3357
516,21.505,0.7354,226,683,348,926,-7.1552,0.3655,17.6389,0.7563,1.6238,0.3361
517,21.547,0.7345,227,683,348,926,-7.2088,0.3686,17.7697,0.762,1.6361,0.3387
518,21.588,0.7355,227,683,348,925,-7.224,0.3694,17.8069,0.7636,1.6396,0.3394
519,21.63,0.7409,227,683,348,926,-7.2047,0.3683,17.7596,0.7616,1.6352,0.3385
520,21.672,0.7388,227,683,348,926,-7.2059,0.3684,17.7626,0.7617,1.6355,0.3385
521,21.713,0.7386,227,683,348,926,-7.2086,0.3685,17.7693,0.762,1.6361,0.3386
522,21.755,0.7404,227,683,348,925,-7.2191,0.3691,17.7948,0.7631,1.6384,0.3391
523,21.797,0.7414,227,683,348,925,-7.2226,0.3693,17.8034,0.7635,1.6393,0.3393
524,21.838,0.7421,227,683,348,925,-7.2263,0.3695,17.8125,0.7639,1.6401,0.3395
525,21.88,0.7387,227,683,348,925,-7.2307,0.3698,17.8233,0.7643,1.6411,0.3397
526,21.922,0.7381,227,683,348,925,-7.2306,0.3698,17.8231,0.7643,1.6411,0.3397
527,21.963,0.7449,227,683,348,925,-7.2215,0.3693,17.8008,0.7634,1.639,0.3393
528,22.005,0.7459,227,683,348,925,-7.2225,0.3693,17.8033,0.7635,1.6392,0.3393
529,22.047,0.7405,227,683,348,925,-7.2302,0.3698,17.8221,0.7643,1.641,0.3397
530,22.088,0.7408,227,683,348,925,-7.23,0.3698,17.8216,0.7643,1.641,0.3397
531,22.13,0.7411,227,683,348,925,-7.2307,0.3698,17.8233,0.7643,1.6411,0.3397
532,22.172,0.7418,227,683,348,925,-7.2308,0.3698,17.8235,0.7644,1.6411,0.3397
533,22.213,0.7428,227,683,348,925,-7.2307,0.3698,17.8233,0.7643,1.6411,0.3397
534,22.255,0.7431,227,683,348,925,-7.2308,0.3698,17.8235,0.7644,1.6411,0.3397
535,22.297,0.7404,227,682,348,925,-7.2648,0.3717,17.9067,0.768,1.649,0.3413
536,22.338,0.7399,227,682,348,925,-7.2667,0.3718,17.9111,0.7681,1.6494,0.3414
537,22.38,0.7389,227,682,348,925,-7.2693,0.372,17.9176,0.7684,1.65,0.3415
538,22.422,0.7353,227,682,348,925,-7.2698,0.372,17.9189,0.7685,1.6501,0.3416
539,22.463,0.7318,227,683,348,925,-7.2469,0.3707,17.8629,0.7661,1.6449,0.3405
540,22.505,0.7325,227,683,348,925,-7.2462,0.3707,17.8611,0.766,1.6447,0.3404
541,22.547,0.7328,227,683,348,925,-7.2464,0.3707,17.8616,0.766,1.6447,0.3404
542,22.588,0.7333,227,683,348,924,-7.2619,0.3716,17.8995,0.7676,1.6483,0.3412
543,22.63,0.7329,227,683,348,924,-7.268,0.3719,17.9145,0.7683,1.6497,0.3415
544,22.672,0.7301,227,683,348,924,-7.2684,0.3719,17.9154,0.7683,1.6497,0.3415
545,22.714,0.7305,227,683,348,924,-7.2753,0.3723,17.9323,0.7691,1.6513,0.3418
546,22.755,0.7346,227,682,348,924,-7.283,0.3728,17.951,0.7699,1.6531,0.3422
547,22.797,0.7347,227,683,348,925,-7.245,0.3706,17.8583,0.7659,1.6444,0.3404
548,22.839,0.7309,227,683,348,925,-7.2507,0.3709,17.872,0.7665,1.6457,0.3406
549,22.88,0.7306,227,683,347,925,-7.2786,0.3725,17.9403,0.7694,1.6521,0.342
550,22.922,0.7324,227,683,348,925,-7.2471,0.3707,17.8632,0.7661,1.6449,0.3405
551,22.964,0.7423,227,683,348,925,-7.2597,0.3715,17.8942,0.7674,1.6478,0.3411
552,23.005,0.7388,226,683,347,925,-7.2255,0.3695,17.8107,0.7637,1.6399,0.3394
553,23.047,0.7334,226,683,347,925,-7.2358,0.3701,17.8359,0.7649,1.6422,0.3399
554,23.089,0.7264,226,683,348,925,-7.2142,0.3688,17.7831,0.7626,1.6373,0.3389
555,23.13,0.7414,226,684,347,925,-7.2315,0.3698,17.8254,0.7644,1.6412,0.3397
556,23.172,0.7401,227,685,348,925,-7.2579,0.3714,17.8895,0.7673,1.6474,0.341
557,23.214,0.7324,227,685,347,925,-7.2701,0.3721,17.9195,0.7686,1.6502,0.3416
558,23.255,0.7315,227,685,347,925,-7.2683,0.372,17.9151,0.7684,1.6498,0.3415
559,23.297,0.7357,227,685,347,925,-7.2819,0.3728,17.9483,0.7699,1.6529,0.3421
560,23.339,0.7354,227,685,347,925,-7.2835,0.3729,17.9523,0.77,1.6533,0.3422
561,23.38,0.7382,227,685,347,925,-7.2851,0.373,17.956,0.7702,1.6536,0.3423
562,23.422,0.7363,227,685,347,925,-7.2876,0.3731,17.9622,0.7705,1.6542,0.3424
563,23.464,0.7388,227,685,347,925,-7.2854,0.373,17.9568,0.7702,1.6537,0.3423
564,23.505,0.739,227,685,347,925,-7.2845,0.3729,17.9545,0.7701,1.6535,0.3423
565,23.547,0.738,227,685,347,925,-7.2854,0.373,17.9567,0.7702,1.6537,0.3423
566,23.589,0.7387,227,685,347,925,-7.2831,0.3729,17.9512,0.77,1.6532,0.3422
567,23.63,0.7386,227,685,347,925,-7.2837,0.3729,17.9526,0.77,1.6533,0.3422
568,23.672,0.7393,227,685,347,925,-7.2835,0.3729,17.9521,0.77,1.6533,0.3422
569,23.714,0.7356,227,685,347,925,-7.2859,0.373,17.958,0.7703,1.6538,0.3423
570,23.755,0.7382,227,685,347,925,-7.2774,0.3725,17.9372,0.7694,1.6518,0.3419
571,23.797,0.7399,227,684,347,925,-7.3228,0.3751,18.0482,0.7742,1.6623,0.3441
572,23.839,0.7367,227,684,347,925,-7.3282,0.3754,18.0615,0.7748,1.6635,0.3444
573,23.88,0.7371,227,684,347,925,-7.3351,0.3758,18.0783,0.7755,1.6651,0.3447
574,23.922,0.7393,227,685,347,925,-7.2941,0.3735,17.978,0.7712,1.6557,0.3427
575,23.964,0.7449,227,685,347,925,-7.3309,0.3756,18.0681,0.7751,1.6642,0.3445
576,24.005,0.7416,227,685,347,925,-7.3323,0.3757,18.0713,0.7752,1.6645,0.3445
577,24.047,0.7371,227,685,347,925,-7.3337,0.3758,18.0749,0.7754,1.6648,0.3446
578,24.089,0.7345,227,684,347,925,-7.3565,0.3771,18.1305,0.7778,1.67,0.3457
579,24.13,0.732,227,685,347,925,-7.3379,0.376,18.085,0.7758,1.6657,0.3448
580,24.172,0.7476,226,683,348,926,-7.3988,0.3795,18.2339,0.7822,1.6797,0.3477
581,24.214,0.7426,226,684,348,926,-7.3737,0.3781,18.1725,0.7796,1.6739,0.3465
582,24.256,0.7439,225,683,348,926,-7.2907,0.3731,17.97,0.7706,1.6547,0.3425
583,24.297,0.7469,226,683,348,926,-7.3922,0.3791,18.2179,0.7815,1.6782,0.3474
584,24.339,0.7559,226,684,348,926,-7.3605,0.3773,18.1405,0.7782,1.6709,0.3459
